drop_type,mob_vnum,mob_name,mob_level,mob_exp,drop_slot,item_vnum,item_name,drop_rate,rate_scale,group_num,group_type
group,716,Cruel Nipper,450,3097432300,0,2239,,25000,roll_0_1000000,136,1
group,716,Cruel Nipper,450,3097432300,0,2375,,17500,roll_0_1000000,136,1
group,716,Cruel Nipper,450,3097432300,0,2376,,17500,roll_0_1000000,136,1
group,716,Cruel Nipper,450,3097432300,4,445,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,446,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,447,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,448,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,450,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,451,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,452,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,453,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,454,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,455,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,541,,400000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,550,,100000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,555,,50000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,556,,60000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,557,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,978,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1077,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1078,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1079,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1080,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1081,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1403,,25000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1404,,25000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1405,,25000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1406,,25000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1407,,25000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1938,,400000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1958,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,1959,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,2044,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,2045,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,2046,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,2047,,5000,roll_0_1000000,801,1
group,716,Cruel Nipper,450,3097432300,4,2961,,500000,roll_0_1000000,801,1
direct,717,Cerberos,500,97528100,0,2049,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,1,2050,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,2,2051,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,3,2052,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,4,2053,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,5,2054,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,6,2055,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,7,1966,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,8,1967,,10000,roll_0_10000,,
direct,717,Cerberos,500,97528100,9,1930,,10000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,0,550,,10000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,1,978,,10000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,2,221,,500,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,3,215,,10000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,4,2373,,10000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,5,2374,,1500,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,6,2375,,1000,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,7,2368,,7500,roll_0_10000,,
direct,722,Str_Rinch,255,5943000,8,2372,,500,roll_0_10000,,
direct,723,Str_Punch,257,5943000,0,550,,10000,roll_0_10000,,
direct,723,Str_Punch,257,5943000,1,978,,10000,roll_0_10000,,
direct,723,Str_Punch,257,5943000,2,221,,500,roll_0_10000,,
direct,723,Str_Punch,257,5943000,3,215,,10000,roll_0_10000,,
direct,723,Str_Punch,257,5943000,4,2373,,10000,roll_0_10000,,
direct,723,Str_Punch,257,5943000,5,2374,,1500,roll_0_10000,,
direct,723,Str_Punch,257,5943000,6,2375,,1000,roll_0_10000,,
direct,723,Str_Punch,257,5943000,7,2368,,7500,roll_0_10000,,
direct,723,Str_Punch,257,5943000,8,2372,,500,roll_0_10000,,
direct,724,Str_Risk,260,6157100,0,550,,10000,roll_0_10000,,
direct,724,Str_Risk,260,6157100,1,978,,10000,roll_0_10000,,
direct,724,Str_Risk,260,6157100,2,221,,500,roll_0_10000,,
direct,724,Str_Risk,260,6157100,3,215,,10000,roll_0_10000,,
direct,724,Str_Risk,260,6157100,4,2373,,10000,roll_0_10000,,
direct,724,Str_Risk,260,6157100,5,2374,,1500,roll_0_10000,,
direct,724,Str_Risk,260,6157100,6,2375,,1000,roll_0_10000,,
direct,724,Str_Risk,260,6157100,7,2368,,7500,roll_0_10000,,
direct,724,Str_Risk,260,6157100,8,2372,,500,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,0,550,,10000,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,1,978,,10000,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,2,221,,500,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,3,215,,10000,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,4,2373,,10000,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,5,2374,,1500,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,6,2375,,1000,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,7,2368,,7500,roll_0_10000,,
direct,725,Str_Volt Rinch,261,6375000,8,2372,,500,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,0,550,,10000,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,1,978,,10000,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,2,221,,500,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,3,215,,10000,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,4,2373,,10000,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,5,2374,,1500,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,6,2375,,1000,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,7,2368,,7500,roll_0_10000,,
direct,726,Str_Faivz,263,7284600,8,2372,,500,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,0,550,,10000,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,1,978,,10000,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,2,221,,500,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,3,215,,10000,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,4,2373,,10000,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,5,2374,,1500,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,6,2375,,1000,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,7,2368,,7500,roll_0_10000,,
direct,727,Str_Descon Wolf,266,6731600,8,2372,,500,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,0,550,,10000,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,1,978,,10000,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,2,221,,500,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,3,215,,10000,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,4,2373,,10000,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,5,2374,,1500,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,6,2375,,1000,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,7,2368,,7500,roll_0_10000,,
direct,728,Str_King Anteater,267,7521500,8,2372,,500,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,0,550,,10000,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,1,978,,10000,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,2,221,,500,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,3,220,,2500,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,4,2373,,10000,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,5,2374,,1500,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,6,2375,,1000,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,7,2368,,7500,roll_0_10000,,
direct,729,Str_Kiold,272,60136900,8,2372,,500,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,0,550,,10000,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,1,978,,10000,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,2,221,,500,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,3,220,,2500,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,4,2373,,10000,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,5,2374,,1500,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,6,2375,,1000,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,7,2368,,7500,roll_0_10000,,
direct,730,Str_Todd Kiold,276,64079400,8,2372,,500,roll_0_10000,,
direct,731,Str_Specter,276,250000,0,550,,10000,roll_0_10000,,
direct,731,Str_Specter,276,250000,1,978,,10000,roll_0_10000,,
direct,731,Str_Specter,276,250000,2,1309,,5000,roll_0_10000,,
direct,731,Str_Specter,276,250000,3,1310,,5000,roll_0_10000,,
direct,731,Str_Specter,276,250000,4,1311,,5000,roll_0_10000,,
direct,731,Str_Specter,276,250000,5,1312,,5000,roll_0_10000,,
direct,731,Str_Specter,276,250000,6,2373,,1500,roll_0_10000,,
direct,731,Str_Specter,276,250000,7,2374,,10000,roll_0_10000,,
direct,731,Str_Specter,276,250000,8,2375,,500,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,0,550,,10000,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,1,978,,10000,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,2,221,,500,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,3,220,,2500,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,4,2373,,10000,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,5,2374,,1500,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,6,2375,,1000,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,7,2368,,7500,roll_0_10000,,
direct,732,Str_Rain Spider,280,51904200,8,2372,,500,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,0,550,,10000,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,1,978,,10000,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,2,221,,500,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,3,220,,2500,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,4,2373,,10000,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,5,2374,,1500,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,6,2375,,1000,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,7,2368,,7500,roll_0_10000,,
direct,733,Str_Bone Kiold,280,68147000,8,2372,,500,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,0,550,,10000,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,1,978,,10000,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,2,221,,1500,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,3,2239,,500,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,4,2373,,10000,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,5,2374,,1500,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,6,2375,,1000,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,7,2368,,7500,roll_0_10000,,
direct,734,Str_Moloch,280,64079400,8,2372,,500,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,0,550,,10000,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,1,978,,10000,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,2,221,,1500,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,3,2239,,500,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,4,2373,,10000,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,5,2374,,1500,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,6,2375,,1000,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,7,2368,,7500,roll_0_10000,,
direct,735,Str_Hell Wing,290,64079400,8,2372,,500,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,0,550,,10000,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,1,978,,10000,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,2,221,,1500,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,3,2239,,500,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,4,2373,,10000,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,5,2374,,1500,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,6,2375,,1000,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,7,2368,,7500,roll_0_10000,,
direct,736,Str_Demiguard,290,68147000,8,2372,,500,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,0,2239,,10000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,1,2238,,10000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,2,2237,,10000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,3,1067,,10000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,4,1193,,4000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,5,1201,,4000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,6,1209,,4000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,7,1217,,4000,roll_0_10000,,
direct,737,Earth Dragon,300,1200000000,8,1225,,4000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,0,2239,,10000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,1,2238,,10000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,2,2237,,10000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,3,1067,,10000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,4,1197,,4000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,5,1205,,4000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,6,1213,,4000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,7,1221,,4000,roll_0_10000,,
direct,738,Sky Dragon,300,1500000000,8,1229,,4000,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,0,730,,500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,1,756,,500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,2,1143,,500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,3,775,,500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,4,1070,,2500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,5,1067,,10000,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,6,2237,,10000,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,7,2375,,500,roll_0_10000,,
direct,739,Mother Dragon,320,1500000000,8,2374,,10000,roll_0_10000,,
direct,740,Ogre,310,1400000000,0,730,,500,roll_0_10000,,
direct,740,Ogre,310,1400000000,1,756,,500,roll_0_10000,,
direct,740,Ogre,310,1400000000,2,1143,,500,roll_0_10000,,
direct,740,Ogre,310,1400000000,3,775,,500,roll_0_10000,,
direct,740,Ogre,310,1400000000,4,1070,,2500,roll_0_10000,,
direct,740,Ogre,310,1400000000,5,1067,,10000,roll_0_10000,,
direct,740,Ogre,310,1400000000,6,2237,,10000,roll_0_10000,,
direct,740,Ogre,310,1400000000,7,2375,,500,roll_0_10000,,
direct,740,Ogre,310,1400000000,8,2374,,10000,roll_0_10000,,
direct,771,R2T2,410,255124500,0,2732,,5000,roll_0_10000,,
direct,771,R2T2,410,255124500,1,1319,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,2,1319,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,3,1320,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,4,1321,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,5,1326,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,6,1323,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,7,1325,,1000,roll_0_10000,,
direct,771,R2T2,410,255124500,8,1908,,10000,roll_0_10000,,
direct,771,R2T2,410,255124500,9,1909,,10000,roll_0_10000,,
group,771,R2T2,410,255124500,0,1313,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1314,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1315,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1316,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1317,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1322,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1324,,3500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1909,,100000,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1910,,100000,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,1966,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,2239,,25000,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,2375,,12500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,2376,,12500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,2993,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,2994,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,3039,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,3237,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,0,3240,,8500,roll_0_1000000,132,1
group,771,R2T2,410,255124500,4,445,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,446,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,447,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,448,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,450,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,451,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,452,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,453,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,454,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,455,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,541,,400000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,550,,100000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,555,,50000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,556,,60000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,557,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,978,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1077,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1078,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1079,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1080,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1081,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1403,,25000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1404,,25000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1405,,25000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1406,,25000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1407,,25000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1938,,400000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1958,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,1959,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,2044,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,2045,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,2046,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,2047,,5000,roll_0_1000000,801,1
group,771,R2T2,410,255124500,4,2961,,500000,roll_0_1000000,801,1
direct,772,Zakra,430,562606900,0,2732,,10000,roll_0_10000,,
direct,772,Zakra,430,562606900,1,1318,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,2,1319,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,3,1320,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,4,1321,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,5,1326,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,6,1323,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,7,1325,,1000,roll_0_10000,,
direct,772,Zakra,430,562606900,8,1908,,10000,roll_0_10000,,
direct,772,Zakra,430,562606900,9,1909,,10000,roll_0_10000,,
group,772,Zakra,430,562606900,0,1318,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1319,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1320,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1321,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1323,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1325,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1326,,4500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1909,,125000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,1910,,125000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,2238,,15000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,2239,,25000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,2375,,15000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,2376,,15000,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,3238,,9500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,3242,,9500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,0,3335,,9500,roll_0_1000000,134,1
group,772,Zakra,430,562606900,4,445,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,446,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,447,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,448,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,450,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,451,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,452,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,453,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,454,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,455,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,541,,400000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,550,,100000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,555,,50000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,556,,60000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,557,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,978,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1077,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1078,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1079,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1080,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1081,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1403,,25000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1404,,25000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1405,,25000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1406,,25000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1407,,25000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1938,,400000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1958,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,1959,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,2044,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,2045,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,2046,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,2047,,5000,roll_0_1000000,801,1
group,772,Zakra,430,562606900,4,2961,,500000,roll_0_1000000,801,1
direct,773,Gigant Drawing,440,2166033600,0,3600,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,1,3603,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,2,3606,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,3,3609,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,4,3612,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,5,3615,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,6,3618,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,7,3621,,10000,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,8,3331,,7500,roll_0_10000,,
direct,773,Gigant Drawing,440,2166033600,9,1967,,7500,roll_0_10000,,
group,773,Gigant Drawing,440,2166033600,0,1318,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1319,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1320,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1321,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1323,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1325,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1326,,5000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1909,,150000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,1910,,150000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,2238,,15000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,2239,,25000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,2375,,15000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,2376,,15000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,3039,,10000,roll_0_1000000,135,1
group,773,Gigant Drawing,440,2166033600,0,3240,,10000,roll_0_1000000,135,1
